date,county,count_new,count_total,death_new,death_total
2020-03-19,Colusa,0,0,0,0
2020-03-20,Colusa,0,0,0,0
2020-03-21,Colusa,0,0,0,0
2020-03-22,Colusa,0,0,0,0
2020-03-23,Colusa,0,0,0,0
2020-03-24,Colusa,0,0,0,0
2020-03-25,Colusa,0,0,0,0
2020-03-26,Colusa,0,0,0,0
2020-03-27,Colusa,0,0,0,0
2020-03-28,Colusa,1,1,0,0
2020-03-29,Colusa,0,1,0,0
2020-03-30,Colusa,0,1,0,0
2020-03-31,Colusa,0,1,0,0
2020-04-01,Colusa,0,1,0,0
2020-04-02,Colusa,0,1,0,0
2020-04-03,Colusa,0,1,0,0
2020-04-04,Colusa,0,1,0,0
2020-04-05,Colusa,0,1,0,0
2020-04-06,Colusa,0,1,0,0
2020-04-07,Colusa,1,2,0,0
2020-04-08,Colusa,1,3,0,0
2020-04-09,Colusa,0,3,0,0
2020-04-10,Colusa,0,3,0,0
2020-04-11,Colusa,0,3,0,0
2020-04-12,Colusa,0,3,0,0
2020-04-13,Colusa,0,3,0,0
2020-04-14,Colusa,0,3,0,0
2020-04-15,Colusa,0,3,0,0
2020-04-16,Colusa,0,3,0,0
2020-04-17,Colusa,0,3,0,0
2020-04-18,Colusa,0,3,0,0
2020-04-19,Colusa,0,3,0,0
2020-04-20,Colusa,0,3,0,0
2020-04-21,Colusa,0,3,0,0
2020-04-22,Colusa,0,3,0,0
2020-04-23,Colusa,0,3,0,0
2020-04-24,Colusa,0,3,0,0
2020-04-25,Colusa,0,3,0,0
2020-04-26,Colusa,0,3,0,0
2020-04-27,Colusa,0,3,0,0
2020-04-28,Colusa,0,3,0,0
2020-04-29,Colusa,0,3,0,0
2020-04-30,Colusa,0,3,0,0
2020-05-01,Colusa,0,3,0,0
2020-05-02,Colusa,0,3,0,0
2020-05-03,Colusa,0,3,0,0
2020-05-04,Colusa,0,3,0,0
2020-05-05,Colusa,0,3,0,0
2020-05-06,Colusa,0,3,0,0
2020-05-07,Colusa,0,3,0,0
2020-05-08,Colusa,0,3,0,0
2020-05-09,Colusa,0,3,0,0
2020-05-10,Colusa,0,3,0,0
2020-05-11,Colusa,0,3,0,0
2020-05-12,Colusa,0,3,0,0
2020-05-13,Colusa,0,3,0,0
2020-05-14,Colusa,0,3,0,0
2020-05-15,Colusa,0,3,0,0
2020-05-16,Colusa,0,3,0,0
2020-05-17,Colusa,0,3,0,0
2020-05-18,Colusa,0,3,0,0
2020-05-19,Colusa,0,3,0,0
2020-05-20,Colusa,0,3,0,0
2020-05-21,Colusa,1,4,0,0
2020-05-22,Colusa,0,4,0,0
2020-05-23,Colusa,0,4,0,0
2020-05-24,Colusa,0,4,0,0
2020-05-25,Colusa,0,4,0,0
2020-05-26,Colusa,0,4,0,0
2020-05-27,Colusa,1,5,0,0
2020-05-28,Colusa,0,5,0,0
2020-05-29,Colusa,0,5,0,0
2020-05-30,Colusa,0,5,0,0
2020-05-31,Colusa,0,5,0,0
2020-06-01,Colusa,2,7,0,0
2020-06-02,Colusa,0,7,0,0
2020-06-03,Colusa,0,7,0,0
2020-06-04,Colusa,0,7,0,0
2020-06-05,Colusa,0,7,0,0
2020-06-06,Colusa,0,7,0,0
2020-06-07,Colusa,0,7,0,0
2020-06-08,Colusa,0,7,0,0
2020-06-09,Colusa,0,7,0,0
2020-06-10,Colusa,0,7,0,0
2020-06-11,Colusa,0,7,0,0
2020-06-12,Colusa,0,7,0,0
2020-06-13,Colusa,0,7,0,0
2020-06-14,Colusa,0,7,0,0
2020-06-15,Colusa,0,7,0,0
2020-06-16,Colusa,0,7,0,0
2020-06-17,Colusa,0,7,0,0
2020-06-18,Colusa,0,7,0,0
2020-06-19,Colusa,0,7,0,0
2020-06-20,Colusa,0,7,0,0
2020-06-21,Colusa,0,7,0,0
2020-06-22,Colusa,0,7,0,0
2020-06-23,Colusa,0,7,0,0
2020-06-24,Colusa,4,11,0,0
2020-06-25,Colusa,4,15,0,0
2020-06-26,Colusa,4,19,0,0
2020-06-27,Colusa,1,20,0,0
2020-06-28,Colusa,4,24,0,0
2020-06-29,Colusa,9,33,0,0
2020-06-30,Colusa,13,46,0,0
2020-07-01,Colusa,7,53,0,0
2020-07-02,Colusa,7,60,0,0
2020-07-03,Colusa,10,70,0,0
2020-07-04,Colusa,6,76,0,0
2020-07-05,Colusa,3,79,0,0
2020-07-06,Colusa,1,80,0,0
2020-07-07,Colusa,4,84,0,0
2020-07-08,Colusa,6,90,0,0
2020-07-09,Colusa,7,97,0,0
2020-07-10,Colusa,6,103,0,0
2020-07-11,Colusa,7,110,0,0
2020-07-12,Colusa,6,116,0,0
2020-07-13,Colusa,0,116,0,0
2020-07-14,Colusa,12,128,0,0
2020-07-15,Colusa,7,135,0,0
2020-07-16,Colusa,5,140,0,0
2020-07-17,Colusa,6,146,0,0
2020-07-18,Colusa,36,182,0,0
2020-07-19,Colusa,5,187,0,0
2020-07-20,Colusa,30,217,0,0
2020-07-21,Colusa,10,227,0,0
2020-07-22,Colusa,9,236,0,0
2020-07-23,Colusa,6,242,2,2
2020-07-24,Colusa,13,255,0,2
2020-07-25,Colusa,10,265,0,2
2020-07-26,Colusa,5,270,0,2
2020-07-27,Colusa,1,271,0,2
2020-07-28,Colusa,19,290,0,2
2020-07-29,Colusa,12,302,1,3
2020-07-30,Colusa,13,315,1,4
2020-07-31,Colusa,4,319,0,4
2020-08-01,Colusa,8,327,0,4
2020-08-02,Colusa,8,335,0,4
2020-08-03,Colusa,1,336,0,4
2020-08-04,Colusa,18,354,0,4
2020-08-05,Colusa,0,354,0,4
2020-08-06,Colusa,4,358,0,4
2020-08-07,Colusa,0,358,0,4
2020-08-08,Colusa,10,368,0,4
2020-08-09,Colusa,3,371,0,4
2020-08-10,Colusa,16,387,0,4
2020-08-11,Colusa,3,390,1,5
2020-08-12,Colusa,4,394,0,5
2020-08-13,Colusa,1,395,0,5
2020-08-14,Colusa,4,399,0,5
2020-08-15,Colusa,2,401,0,5
2020-08-16,Colusa,6,407,0,5
2020-08-17,Colusa,1,408,0,5
2020-08-18,Colusa,7,415,0,5
2020-08-19,Colusa,0,415,0,5
2020-08-20,Colusa,0,415,0,5
2020-08-21,Colusa,3,418,0,5
2020-08-22,Colusa,1,419,0,5
2020-08-23,Colusa,5,424,0,5
2020-08-24,Colusa,1,425,0,5
2020-08-25,Colusa,5,430,0,5
2020-08-26,Colusa,3,433,1,6
2020-08-27,Colusa,5,438,0,6
2020-08-28,Colusa,3,441,0,6
2020-08-29,Colusa,-1,440,0,6
2020-08-30,Colusa,0,440,0,6
2020-08-31,Colusa,3,443,0,6
2020-09-01,Colusa,11,454,0,6
2020-09-02,Colusa,6,460,0,6
2020-09-03,Colusa,4,464,0,6
2020-09-04,Colusa,3,467,0,6
2020-09-05,Colusa,5,472,0,6
2020-09-06,Colusa,3,475,0,6
2020-09-07,Colusa,0,475,0,6
2020-09-08,Colusa,0,475,0,6
2020-09-09,Colusa,4,479,0,6
2020-09-10,Colusa,3,482,0,6
2020-09-11,Colusa,2,484,0,6
2020-09-12,Colusa,2,486,0,6
2020-09-13,Colusa,0,486,0,6
2020-09-14,Colusa,0,486,0,6
2020-09-15,Colusa,11,497,0,6
2020-09-16,Colusa,0,497,0,6
2020-09-17,Colusa,2,499,0,6
2020-09-18,Colusa,5,504,0,6
2020-09-19,Colusa,3,507,0,6
2020-09-20,Colusa,3,510,0,6
2020-09-21,Colusa,7,517,0,6
2020-09-22,Colusa,1,518,0,6
2020-09-23,Colusa,3,521,0,6
2020-09-24,Colusa,2,523,0,6
2020-09-25,Colusa,5,528,0,6
2020-09-26,Colusa,1,529,0,6
2020-09-27,Colusa,2,531,0,6
2020-09-28,Colusa,0,531,0,6
2020-09-29,Colusa,3,534,0,6
2020-09-30,Colusa,0,534,0,6
2020-10-01,Colusa,2,536,0,6
2020-10-02,Colusa,1,537,0,6
2020-10-03,Colusa,0,537,0,6
2020-10-04,Colusa,0,537,0,6
2020-10-05,Colusa,0,537,0,6
2020-10-06,Colusa,1,538,0,6
2020-10-07,Colusa,1,539,0,6
2020-10-08,Colusa,0,539,0,6
2020-10-09,Colusa,2,541,0,6
2020-10-10,Colusa,0,541,0,6
2020-10-11,Colusa,0,541,0,6
2020-10-12,Colusa,0,541,0,6
2020-10-13,Colusa,0,541,0,6
2020-10-14,Colusa,2,543,0,6
2020-10-15,Colusa,0,543,0,6
2020-10-16,Colusa,1,544,0,6
2020-10-17,Colusa,0,544,0,6
2020-10-18,Colusa,0,544,0,6
2020-10-19,Colusa,0,544,0,6
2020-10-20,Colusa,2,546,0,6
2020-10-21,Colusa,0,546,0,6
2020-10-22,Colusa,1,547,0,6
2020-10-23,Colusa,0,547,0,6
2020-10-24,Colusa,1,548,0,6
2020-10-25,Colusa,0,548,0,6
2020-10-26,Colusa,0,548,0,6
2020-10-27,Colusa,1,549,0,6
2020-10-28,Colusa,2,551,0,6
2020-10-29,Colusa,1,552,0,6
2020-10-30,Colusa,2,554,0,6
2020-10-31,Colusa,1,555,0,6
2020-11-01,Colusa,12,567,0,6
2020-11-02,Colusa,4,571,0,6
2020-11-03,Colusa,1,572,0,6
2020-11-04,Colusa,-1,571,0,6
2020-11-05,Colusa,3,574,0,6
2020-11-06,Colusa,6,580,0,6
2020-11-07,Colusa,3,583,0,6
2020-11-08,Colusa,0,583,0,6
2020-11-09,Colusa,0,583,0,6
2020-11-10,Colusa,7,590,0,6
2020-11-11,Colusa,1,591,0,6
2020-11-12,Colusa,0,591,0,6
2020-11-13,Colusa,7,598,0,6
2020-11-14,Colusa,3,601,0,6
2020-11-15,Colusa,0,601,0,6
2020-11-16,Colusa,0,601,0,6
2020-11-17,Colusa,5,606,0,6
2020-11-18,Colusa,5,611,0,6
2020-11-19,Colusa,10,621,0,6
2020-11-20,Colusa,10,631,0,6
2020-11-21,Colusa,11,642,0,6
2020-11-22,Colusa,0,642,0,6
2020-11-23,Colusa,20,662,0,6
2020-11-24,Colusa,20,682,0,6
2020-11-25,Colusa,11,693,0,6
2020-11-26,Colusa,1,694,0,6
2020-11-27,Colusa,0,694,0,6
2020-11-28,Colusa,17,711,0,6
2020-11-29,Colusa,12,723,0,6
2020-11-30,Colusa,14,737,0,6
2020-12-01,Colusa,10,747,0,6
2020-12-02,Colusa,9,756,0,6
2020-12-03,Colusa,18,774,0,6
2020-12-04,Colusa,16,790,0,6
2020-12-05,Colusa,35,825,0,6
2020-12-06,Colusa,-1,824,0,6
2020-12-07,Colusa,1,825,1,7
2020-12-08,Colusa,50,875,0,7
2020-12-09,Colusa,21,896,0,7
2020-12-10,Colusa,13,909,0,7
2020-12-11,Colusa,14,923,1,8
2020-12-12,Colusa,22,945,0,8
2020-12-13,Colusa,0,945,0,8
2020-12-14,Colusa,4,949,0,8
2020-12-15,Colusa,77,1026,0,8
2020-12-16,Colusa,12,1038,0,8
2020-12-17,Colusa,15,1053,0,8
2020-12-18,Colusa,15,1068,0,8
2020-12-19,Colusa,28,1096,0,8
2020-12-20,Colusa,25,1121,0,8
2020-12-21,Colusa,14,1135,0,8
2020-12-22,Colusa,15,1150,0,8
2020-03-18,Lake,0,0,0,0
2020-03-19,Lake,0,0,0,0
2020-03-20,Lake,0,0,0,0
2020-03-21,Lake,0,0,0,0
2020-03-22,Lake,0,0,0,0
2020-03-23,Lake,0,0,0,0
2020-03-24,Lake,0,0,0,0
2020-03-25,Lake,0,0,0,0
2020-03-26,Lake,0,0,0,0
2020-03-27,Lake,0,0,0,0
2020-03-28,Lake,0,0,0,0
2020-03-29,Lake,0,NA,0,NA
2020-03-31,Lake,0,0,0,0
2020-04-01,Lake,0,0,0,0
2020-04-02,Lake,0,0,0,0
2020-04-03,Lake,0,0,0,0
2020-04-04,Lake,0,0,0,0
2020-04-05,Lake,0,0,0,0
2020-04-06,Lake,1,1,0,0
2020-04-07,Lake,0,1,0,0
2020-04-08,Lake,0,1,0,0
2020-04-09,Lake,0,1,0,0
2020-04-10,Lake,2,3,0,0
2020-04-11,Lake,0,3,0,0
2020-04-12,Lake,0,3,0,0
2020-04-13,Lake,0,3,0,0
2020-04-14,Lake,0,3,0,0
2020-04-15,Lake,1,4,0,0
2020-04-16,Lake,2,6,0,0
2020-04-17,Lake,0,6,0,0
2020-04-18,Lake,0,6,0,0
2020-04-19,Lake,0,6,0,0
2020-04-20,Lake,0,6,0,0
2020-04-21,Lake,0,6,0,0
2020-04-22,Lake,0,6,0,0
2020-04-23,Lake,0,6,0,0
2020-04-24,Lake,0,6,0,0
2020-04-25,Lake,0,6,0,0
2020-04-26,Lake,0,6,0,0
2020-04-27,Lake,0,6,0,0
2020-04-28,Lake,0,6,0,0
2020-04-29,Lake,0,6,0,0
2020-04-30,Lake,0,6,0,0
2020-05-01,Lake,0,6,0,0
2020-05-02,Lake,1,7,0,0
2020-05-03,Lake,0,7,0,0
2020-05-04,Lake,0,7,0,0
2020-05-05,Lake,0,7,0,0
2020-05-06,Lake,0,7,0,0
2020-05-07,Lake,0,7,0,0
2020-05-08,Lake,0,7,0,0
2020-05-09,Lake,0,7,0,0
2020-05-10,Lake,0,7,0,0
2020-05-11,Lake,0,7,0,0
2020-05-12,Lake,0,7,0,0
2020-05-13,Lake,0,7,0,0
2020-05-14,Lake,0,7,0,0
2020-05-15,Lake,0,7,0,0
2020-05-16,Lake,0,7,0,0
2020-05-17,Lake,0,7,0,0
2020-05-18,Lake,2,9,0,0
2020-05-19,Lake,2,11,0,0
2020-05-20,Lake,-2,9,0,0
2020-05-21,Lake,1,10,0,0
2020-05-22,Lake,0,10,0,0
2020-05-23,Lake,0,10,0,0
2020-05-24,Lake,2,12,0,0
2020-05-25,Lake,1,13,0,0
2020-05-26,Lake,-1,12,0,0
2020-05-27,Lake,1,13,0,0
2020-05-28,Lake,4,17,0,0
2020-05-29,Lake,0,17,0,0
2020-05-30,Lake,1,18,0,0
2020-05-31,Lake,1,19,0,0
2020-06-01,Lake,3,22,0,0
2020-06-02,Lake,3,25,0,0
2020-06-03,Lake,1,26,0,0
2020-06-04,Lake,1,27,0,0
2020-06-05,Lake,1,28,0,0
2020-06-06,Lake,0,28,0,0
2020-06-07,Lake,0,28,0,0
2020-06-08,Lake,0,28,0,0
2020-06-09,Lake,0,28,0,0
2020-06-10,Lake,0,28,0,0
2020-06-11,Lake,0,28,0,0
2020-06-12,Lake,1,29,0,0
2020-06-13,Lake,0,29,0,0
2020-06-14,Lake,2,31,0,0
2020-06-15,Lake,0,31,0,0
2020-06-16,Lake,0,31,0,0
2020-06-17,Lake,1,32,0,0
2020-06-18,Lake,4,36,0,0
2020-06-19,Lake,0,36,0,0
2020-06-20,Lake,1,37,0,0
2020-06-21,Lake,-1,36,0,0
2020-06-22,Lake,1,37,0,0
2020-06-23,Lake,3,40,0,0
2020-06-24,Lake,0,40,0,0
2020-06-25,Lake,3,43,0,0
2020-06-26,Lake,0,43,0,0
2020-06-27,Lake,0,43,0,0
2020-06-28,Lake,13,56,0,0
2020-06-29,Lake,6,62,0,0
2020-06-30,Lake,6,68,0,0
2020-07-01,Lake,8,76,0,0
2020-07-02,Lake,5,81,0,0
2020-07-03,Lake,2,83,0,0
2020-07-04,Lake,3,86,0,0
2020-07-05,Lake,6,92,0,0
2020-07-06,Lake,1,93,0,0
2020-07-07,Lake,1,94,0,0
2020-07-08,Lake,3,97,1,1
2020-07-09,Lake,2,99,0,1
2020-07-10,Lake,5,104,0,1
2020-07-11,Lake,6,110,0,1
2020-07-12,Lake,4,114,0,1
2020-07-13,Lake,4,118,0,1
2020-07-14,Lake,2,120,0,1
2020-07-15,Lake,2,122,0,1
2020-07-16,Lake,6,128,0,1
2020-07-17,Lake,11,139,0,1
2020-07-18,Lake,3,142,0,1
2020-07-19,Lake,2,144,0,1
2020-07-20,Lake,3,147,0,1
2020-07-21,Lake,10,157,0,1
2020-07-22,Lake,3,160,0,1
2020-07-23,Lake,0,160,0,1
2020-07-24,Lake,7,167,0,1
2020-07-25,Lake,6,173,0,1
2020-07-26,Lake,1,174,0,1
2020-07-27,Lake,2,176,0,1
2020-07-28,Lake,3,179,0,1
2020-07-29,Lake,0,179,0,1
2020-07-30,Lake,2,181,0,1
2020-07-31,Lake,10,191,0,1
2020-08-01,Lake,3,194,0,1
2020-08-02,Lake,7,201,0,1
2020-08-03,Lake,0,201,0,1
2020-08-04,Lake,5,206,0,1
2020-08-05,Lake,3,209,1,2
2020-08-06,Lake,0,209,0,2
2020-08-07,Lake,6,215,0,2
2020-08-08,Lake,6,221,0,2
2020-08-09,Lake,4,225,0,2
2020-08-10,Lake,14,239,0,2
2020-08-11,Lake,4,243,0,2
2020-08-12,Lake,10,253,0,2
2020-08-13,Lake,10,263,0,2
2020-08-14,Lake,4,267,0,2
2020-08-15,Lake,1,268,0,2
2020-08-16,Lake,1,269,0,2
2020-08-17,Lake,1,270,0,2
2020-08-18,Lake,4,274,0,2
2020-08-19,Lake,3,277,0,2
2020-08-20,Lake,3,280,1,3
2020-08-21,Lake,1,281,0,3
2020-08-22,Lake,10,291,0,3
2020-08-23,Lake,8,299,0,3
2020-08-24,Lake,3,302,0,3
2020-08-25,Lake,2,304,0,3
2020-08-26,Lake,4,308,0,3
2020-08-27,Lake,6,314,0,3
2020-08-28,Lake,6,320,0,3
2020-08-29,Lake,9,329,1,4
2020-08-30,Lake,5,334,0,4
2020-08-31,Lake,7,341,0,4
2020-09-01,Lake,0,341,1,5
2020-09-02,Lake,1,342,0,5
2020-09-03,Lake,5,347,0,5
2020-09-04,Lake,0,347,0,5
2020-09-05,Lake,12,359,0,5
2020-09-06,Lake,3,362,0,5
2020-09-07,Lake,5,367,0,5
2020-09-08,Lake,3,370,0,5
2020-09-09,Lake,1,371,1,6
2020-09-10,Lake,6,377,0,6
2020-09-11,Lake,5,382,1,7
2020-09-12,Lake,11,393,0,7
2020-09-13,Lake,4,397,0,7
2020-09-14,Lake,10,407,0,7
2020-09-15,Lake,9,416,0,7
2020-09-16,Lake,1,417,0,7
2020-09-17,Lake,16,433,3,10
2020-09-18,Lake,25,458,0,10
2020-09-19,Lake,7,465,0,10
2020-09-20,Lake,27,492,0,10
2020-09-21,Lake,16,508,1,11
2020-09-22,Lake,8,516,0,11
2020-09-23,Lake,3,519,0,11
2020-09-24,Lake,12,531,0,11
2020-09-25,Lake,8,539,0,11
2020-09-26,Lake,10,549,0,11
2020-09-27,Lake,6,555,0,11
2020-09-28,Lake,4,559,0,11
2020-09-29,Lake,7,566,0,11
2020-09-30,Lake,1,567,0,11
2020-10-01,Lake,5,572,0,11
2020-10-02,Lake,7,579,0,11
2020-10-03,Lake,9,588,0,11
2020-10-04,Lake,1,589,0,11
2020-10-05,Lake,3,592,1,12
2020-10-06,Lake,4,596,0,12
2020-10-07,Lake,3,599,0,12
2020-10-08,Lake,5,604,0,12
2020-10-09,Lake,6,610,1,13
2020-10-10,Lake,20,630,0,13
2020-10-11,Lake,1,631,0,13
2020-10-12,Lake,2,633,0,13
2020-10-13,Lake,6,639,1,14
2020-10-14,Lake,3,642,0,14
2020-10-15,Lake,0,642,0,14
2020-10-16,Lake,2,644,1,15
2020-10-17,Lake,19,663,0,15
2020-10-18,Lake,7,670,0,15
2020-10-19,Lake,3,673,0,15
2020-10-20,Lake,2,675,0,15
2020-10-21,Lake,1,676,0,15
2020-10-22,Lake,2,678,0,15
2020-10-23,Lake,11,689,0,15
2020-10-24,Lake,7,696,0,15
2020-10-25,Lake,-1,695,0,15
2020-10-26,Lake,2,697,1,16
2020-10-27,Lake,3,700,0,16
2020-10-28,Lake,0,700,0,16
2020-10-29,Lake,2,702,1,17
2020-10-30,Lake,18,720,0,17
2020-10-31,Lake,4,724,1,18
2020-11-01,Lake,3,727,0,18
2020-11-02,Lake,1,728,-1,17
2020-11-03,Lake,4,732,0,17
2020-11-04,Lake,3,735,0,17
2020-11-05,Lake,4,739,0,17
2020-11-06,Lake,2,741,0,17
2020-11-07,Lake,10,751,0,17
2020-11-08,Lake,3,754,0,17
2020-11-09,Lake,1,755,0,17
2020-11-10,Lake,7,762,0,17
2020-11-11,Lake,1,763,0,17
2020-11-12,Lake,1,764,0,17
2020-11-13,Lake,6,770,0,17
2020-11-14,Lake,3,773,0,17
2020-11-15,Lake,4,777,0,17
2020-11-16,Lake,7,784,1,18
2020-11-17,Lake,8,792,0,18
2020-11-18,Lake,10,802,0,18
2020-11-19,Lake,7,809,0,18
2020-11-20,Lake,11,820,0,18
2020-11-21,Lake,12,832,0,18
2020-11-22,Lake,2,834,0,18
2020-11-23,Lake,6,840,1,19
2020-11-24,Lake,32,872,0,19
2020-11-25,Lake,6,878,0,19
2020-11-26,Lake,12,890,0,19
2020-11-27,Lake,19,909,0,19
2020-11-28,Lake,11,920,0,19
2020-11-29,Lake,7,927,0,19
2020-11-30,Lake,12,939,1,20
2020-12-01,Lake,30,969,0,20
2020-12-02,Lake,2,971,1,21
2020-12-03,Lake,20,991,0,21
2020-12-04,Lake,27,1018,0,21
2020-12-05,Lake,51,1069,0,21
2020-12-06,Lake,6,1075,0,21
2020-12-07,Lake,15,1090,0,21
2020-12-08,Lake,37,1127,0,21
2020-12-09,Lake,31,1158,1,22
2020-12-10,Lake,9,1167,0,22
2020-12-11,Lake,38,1205,0,22
2020-12-12,Lake,27,1232,0,22
2020-12-13,Lake,39,1271,0,22
2020-12-14,Lake,30,1301,0,22
2020-12-15,Lake,40,1341,0,22
2020-12-16,Lake,22,1363,-1,21
2020-12-17,Lake,11,1374,0,21
2020-12-18,Lake,23,1397,0,21
2020-12-19,Lake,41,1438,0,21
2020-12-20,Lake,25,1463,0,21
2020-12-21,Lake,75,1538,1,22
2020-12-22,Lake,31,1569,0,22
2020-04-03,Modoc,0,0,0,0
2020-04-04,Modoc,0,0,0,0
2020-04-05,Modoc,0,0,0,0
2020-04-06,Modoc,0,0,0,0
2020-04-07,Modoc,0,0,0,0
2020-04-08,Modoc,0,0,0,0
2020-04-09,Modoc,0,0,0,0
2020-04-10,Modoc,0,0,0,0
2020-04-11,Modoc,0,0,0,0
2020-04-12,Modoc,0,0,0,0
2020-04-13,Modoc,0,0,0,0
2020-04-14,Modoc,0,0,0,0
2020-04-15,Modoc,0,0,0,0
2020-04-16,Modoc,0,0,0,0
2020-04-17,Modoc,0,0,0,0
2020-04-18,Modoc,0,0,0,0
2020-04-19,Modoc,0,0,0,0
2020-04-20,Modoc,0,0,0,0
2020-04-21,Modoc,0,0,0,0
2020-04-22,Modoc,0,0,0,0
2020-04-23,Modoc,0,0,0,0
2020-04-24,Modoc,0,0,0,0
2020-04-25,Modoc,0,0,0,0
2020-04-26,Modoc,0,0,0,0
2020-04-27,Modoc,0,0,0,0
2020-04-28,Modoc,0,0,0,0
2020-04-29,Modoc,0,0,0,0
2020-04-30,Modoc,0,0,0,0
2020-05-01,Modoc,0,0,0,0
2020-05-02,Modoc,0,0,0,0
2020-05-03,Modoc,0,0,0,0
2020-05-04,Modoc,0,0,0,0
2020-05-05,Modoc,0,0,0,0
2020-05-06,Modoc,0,0,0,0
2020-05-07,Modoc,0,0,0,0
2020-05-08,Modoc,0,0,0,0
2020-05-09,Modoc,0,0,0,0
2020-05-10,Modoc,0,0,0,0
2020-05-11,Modoc,0,0,0,0
2020-05-12,Modoc,0,0,0,0
2020-05-13,Modoc,0,0,0,0
2020-05-14,Modoc,0,0,0,0
2020-05-15,Modoc,0,0,0,0
2020-05-16,Modoc,0,0,0,0
2020-05-17,Modoc,0,0,0,0
2020-05-18,Modoc,0,0,0,0
2020-05-19,Modoc,0,0,0,0
2020-05-20,Modoc,0,0,0,0
2020-05-21,Modoc,0,0,0,0
2020-05-22,Modoc,0,0,0,0
2020-05-23,Modoc,0,0,0,0
2020-05-24,Modoc,0,0,0,0
2020-05-25,Modoc,1,1,0,0
2020-05-26,Modoc,0,1,0,0
2020-05-27,Modoc,-1,0,0,0
2020-05-28,Modoc,0,0,0,0
2020-05-29,Modoc,0,0,0,0
2020-05-30,Modoc,0,0,0,0
2020-05-31,Modoc,0,0,0,0
2020-06-01,Modoc,0,0,0,0
2020-06-02,Modoc,0,0,0,0
2020-06-03,Modoc,0,0,0,0
2020-06-04,Modoc,0,0,0,0
2020-06-05,Modoc,0,0,0,0
2020-06-06,Modoc,0,0,0,0
2020-06-07,Modoc,0,0,0,0
2020-06-08,Modoc,0,0,0,0
2020-06-09,Modoc,0,0,0,0
2020-06-10,Modoc,0,0,0,0
2020-06-11,Modoc,0,0,0,0
2020-06-12,Modoc,0,0,0,0
2020-06-13,Modoc,0,0,0,0
2020-06-14,Modoc,0,0,0,0
2020-06-15,Modoc,0,0,0,0
2020-06-16,Modoc,0,0,0,0
2020-06-17,Modoc,0,0,0,0
2020-06-18,Modoc,0,0,0,0
2020-06-19,Modoc,0,0,0,0
2020-06-20,Modoc,0,0,0,0
2020-06-21,Modoc,0,0,0,0
2020-06-22,Modoc,0,0,0,0
2020-06-23,Modoc,0,0,0,0
2020-06-24,Modoc,0,0,0,0
2020-06-25,Modoc,0,0,0,0
2020-06-26,Modoc,0,0,0,0
2020-06-27,Modoc,0,0,0,0
2020-06-28,Modoc,0,0,0,0
2020-06-29,Modoc,0,0,0,0
2020-06-30,Modoc,0,0,0,0
2020-07-01,Modoc,0,0,0,0
2020-07-02,Modoc,0,0,0,0
2020-07-03,Modoc,0,0,0,0
2020-07-04,Modoc,0,0,0,0
2020-07-05,Modoc,0,0,0,0
2020-07-06,Modoc,0,0,0,0
2020-07-07,Modoc,0,0,0,0
2020-07-08,Modoc,0,0,0,0
2020-07-09,Modoc,0,0,0,0
2020-07-10,Modoc,0,0,0,0
2020-07-11,Modoc,0,0,0,0
2020-07-12,Modoc,0,0,0,0
2020-07-13,Modoc,0,0,0,0
2020-07-14,Modoc,0,0,0,0
2020-07-15,Modoc,0,0,0,0
2020-07-16,Modoc,0,0,0,0
2020-07-17,Modoc,0,0,0,0
2020-07-18,Modoc,0,0,0,0
2020-07-19,Modoc,0,0,0,0
2020-07-20,Modoc,0,0,0,0
2020-07-21,Modoc,0,0,0,0
2020-07-22,Modoc,0,0,0,0
2020-07-23,Modoc,0,0,0,0
2020-07-24,Modoc,0,0,0,0
2020-07-25,Modoc,0,0,0,0
2020-07-26,Modoc,0,0,0,0
2020-07-27,Modoc,0,0,0,0
2020-07-28,Modoc,0,0,0,0
2020-07-29,Modoc,0,0,0,0
2020-07-30,Modoc,0,0,0,0
2020-07-31,Modoc,0,0,0,0
2020-08-01,Modoc,2,2,0,0
2020-08-02,Modoc,0,2,0,0
2020-08-03,Modoc,0,2,0,0
2020-08-04,Modoc,1,3,0,0
2020-08-05,Modoc,0,3,0,0
2020-08-06,Modoc,1,4,0,0
2020-08-07,Modoc,0,4,0,0
2020-08-08,Modoc,0,4,0,0
2020-08-09,Modoc,0,4,0,0
2020-08-10,Modoc,1,5,0,0
2020-08-11,Modoc,0,5,0,0
2020-08-12,Modoc,0,5,0,0
2020-08-13,Modoc,0,5,0,0
2020-08-14,Modoc,0,5,0,0
2020-08-15,Modoc,0,5,0,0
2020-08-16,Modoc,0,5,0,0
2020-08-17,Modoc,0,5,0,0
2020-08-18,Modoc,0,5,0,0
2020-08-19,Modoc,0,5,0,0
2020-08-20,Modoc,0,5,0,0
2020-08-21,Modoc,0,5,0,0
2020-08-22,Modoc,0,5,0,0
2020-08-23,Modoc,0,5,0,0
2020-08-24,Modoc,0,5,0,0
2020-08-25,Modoc,0,5,0,0
2020-08-26,Modoc,0,5,0,0
2020-08-27,Modoc,0,5,0,0
2020-08-28,Modoc,1,6,0,0
2020-08-29,Modoc,3,9,0,0
2020-08-30,Modoc,1,10,0,0
2020-08-31,Modoc,0,10,0,0
2020-09-01,Modoc,0,10,0,0
2020-09-02,Modoc,1,11,0,0
