date,county,icu_covid_confirmed,icu_covid_suspected,hsp_covid_confirmed,hsp_covid_suspected,icu_available_beds,hsp_all_beds
2020-12-02,Riverside,124,5,649,72,44,NA
2020-12-03,Riverside,135,5,658,81,45,NA
2020-12-04,Riverside,145,6,687,101,55,NA
2020-12-05,Riverside,143,7,671,116,50,NA
2020-12-06,Riverside,146,7,700,117,52,NA
2020-12-07,Riverside,144,7,733,115,53,NA
2020-12-08,Riverside,172,9,768,127,49,NA
2020-12-09,Riverside,171,10,775,132,72,NA
2020-12-10,Riverside,170,9,809,141,53,NA
2020-12-11,Riverside,171,10,855,149,46,NA
2020-12-12,Riverside,169,10,901,95,39,NA
2020-12-13,Riverside,184,7,930,110,31,NA
2020-12-14,Riverside,195,6,972,106,27,NA
2020-12-15,Riverside,212,7,1000,116,26,NA
2020-12-16,Riverside,216,7,1054,85,29,NA
2020-12-17,Riverside,224,7,1092,94,18,NA
2020-12-18,Riverside,226,7,1169,88,33,NA
2020-12-19,Riverside,235,8,1178,102,37,NA
2020-12-20,Riverside,229,6,1239,94,36,NA
2020-12-21,Riverside,250,7,1278,102,17,NA
2020-12-22,Riverside,247,9,1322,69,33,NA
2020-12-23,Riverside,255,6,1327,86,25,NA
2020-12-24,Riverside,267,6,1336,85,49,NA
2020-12-25,Riverside,266,4,1335,85,36,NA
2020-12-26,Riverside,277,1,1382,89,31,NA
2020-12-27,Riverside,282,7,1367,106,29,NA
2020-12-28,Riverside,287,5,1448,93,41,NA
2020-03-29,Sacramento,12,18,36,27,50,NA
2020-03-30,Sacramento,21,23,45,86,58,NA
2020-03-31,Sacramento,20,31,53,110,66,NA
2020-04-01,Sacramento,20,33,53,138,74,NA
2020-04-02,Sacramento,24,19,71,92,80,NA
2020-04-03,Sacramento,28,17,77,76,76,NA
2020-04-04,Sacramento,25,18,69,76,82,NA
2020-04-05,Sacramento,23,26,64,78,82,NA
2020-04-06,Sacramento,26,19,77,78,75,NA
2020-04-07,Sacramento,28,18,74,91,72,NA
2020-04-08,Sacramento,28,12,76,81,73,NA
2020-04-09,Sacramento,31,11,74,60,63,NA
2020-04-10,Sacramento,30,13,70,45,69,NA
2020-04-11,Sacramento,29,10,67,46,80,NA
2020-04-12,Sacramento,28,9,69,46,68,NA
2020-04-13,Sacramento,28,7,73,36,65,NA
2020-04-14,Sacramento,24,8,70,46,59,NA
2020-04-15,Sacramento,20,14,66,60,55,NA
2020-04-16,Sacramento,25,13,64,54,43,NA
2020-04-17,Sacramento,24,18,63,46,38,NA
2020-04-18,Sacramento,22,17,65,46,58,NA
2020-04-19,Sacramento,22,11,65,39,59,NA
2020-04-20,Sacramento,33,8,69,32,62,NA
2020-04-21,Sacramento,21,8,54,39,72,NA
2020-04-22,Sacramento,18,5,47,23,79,NA
2020-04-23,Sacramento,17,7,48,40,80,NA
2020-04-24,Sacramento,17,11,53,37,121,NA
2020-04-25,Sacramento,20,14,53,46,184,NA
2020-04-26,Sacramento,16,6,48,40,171,NA
2020-04-27,Sacramento,16,13,46,42,164,NA
2020-04-28,Sacramento,16,9,43,33,129,NA
2020-04-29,Sacramento,17,5,42,36,137,NA
2020-04-30,Sacramento,17,5,37,35,129,NA
2020-05-01,Sacramento,14,4,35,29,122,NA
2020-05-02,Sacramento,16,10,23,35,119,NA
2020-05-03,Sacramento,16,12,26,31,117,NA
2020-05-04,Sacramento,16,5,27,23,131,NA
2020-05-05,Sacramento,13,6,25,25,119,NA
2020-05-06,Sacramento,12,7,27,40,115,NA
2020-05-07,Sacramento,12,7,19,32,91,NA
2020-05-08,Sacramento,11,5,17,34,82,NA
2020-05-09,Sacramento,12,5,18,35,88,NA
2020-05-10,Sacramento,11,7,18,37,105,NA
2020-05-11,Sacramento,9,5,16,35,93,NA
2020-05-12,Sacramento,7,6,14,34,94,NA
2020-05-13,Sacramento,5,4,15,35,105,NA
2020-05-14,Sacramento,5,11,12,40,91,NA
2020-05-15,Sacramento,5,8,11,44,100,NA
2020-05-16,Sacramento,5,7,12,34,100,NA
2020-05-17,Sacramento,6,8,15,41,107,NA
2020-05-18,Sacramento,4,14,13,58,113,NA
2020-05-19,Sacramento,4,12,11,90,115,NA
2020-05-20,Sacramento,3,14,11,92,106,NA
2020-05-21,Sacramento,4,14,7,100,108,NA
2020-05-22,Sacramento,2,2,10,13,106,NA
2020-05-23,Sacramento,3,0,12,12,101,NA
2020-05-24,Sacramento,2,4,9,17,110,NA
2020-05-25,Sacramento,2,29,9,17,116,NA
2020-05-26,Sacramento,4,26,9,9,98,NA
2020-05-27,Sacramento,6,3,8,21,87,NA
2020-05-28,Sacramento,8,4,14,27,95,NA
2020-05-29,Sacramento,8,9,14,23,84,NA
2020-05-30,Sacramento,8,9,14,23,86,NA
2020-05-31,Sacramento,7,2,16,18,94,NA
2020-06-01,Sacramento,8,5,14,18,103,NA
2020-06-02,Sacramento,9,10,17,25,78,NA
2020-06-03,Sacramento,12,6,19,33,94,NA
2020-06-04,Sacramento,14,7,28,33,103,NA
2020-06-05,Sacramento,14,7,35,37,95,NA
2020-06-06,Sacramento,15,7,33,28,90,NA
2020-06-07,Sacramento,14,8,33,26,90,NA
2020-06-08,Sacramento,13,10,37,24,103,NA
2020-06-09,Sacramento,13,7,33,19,87,NA
2020-06-10,Sacramento,13,5,36,26,97,NA
2020-06-11,Sacramento,13,5,39,23,105,NA
2020-06-12,Sacramento,13,8,35,32,91,NA
2020-06-13,Sacramento,11,5,28,23,84,NA
2020-06-14,Sacramento,12,5,30,21,90,NA
2020-06-15,Sacramento,15,5,33,15,104,NA
2020-06-16,Sacramento,13,8,36,21,87,NA
2020-06-17,Sacramento,14,5,34,18,77,NA
2020-06-18,Sacramento,13,1,34,13,180,NA
2020-06-19,Sacramento,16,5,37,17,180,NA
2020-06-20,Sacramento,19,4,39,14,171,NA
2020-06-21,Sacramento,22,6,46,15,184,NA
2020-06-22,Sacramento,19,1,46,8,181,NA
2020-06-23,Sacramento,18,0,50,15,171,NA
2020-06-24,Sacramento,14,4,61,16,97,NA
2020-06-25,Sacramento,20,4,73,24,93,NA
2020-06-26,Sacramento,19,2,73,10,78,NA
2020-06-27,Sacramento,20,8,77,17,79,NA
2020-06-28,Sacramento,21,9,87,19,70,NA
2020-06-29,Sacramento,28,6,98,32,80,NA
2020-06-30,Sacramento,29,2,106,21,86,NA
2020-07-01,Sacramento,31,7,109,27,89,NA
2020-07-02,Sacramento,34,6,128,21,82,NA
2020-07-03,Sacramento,34,5,129,15,80,NA
2020-07-04,Sacramento,42,8,142,25,87,NA
2020-07-05,Sacramento,41,5,148,21,89,NA
2020-07-06,Sacramento,41,5,157,15,87,NA
2020-07-07,Sacramento,46,3,155,18,79,NA
2020-07-08,Sacramento,43,3,152,25,79,NA
2020-07-09,Sacramento,45,3,150,31,87,NA
2020-07-10,Sacramento,51,5,157,19,93,NA
2020-07-11,Sacramento,47,11,157,23,82,NA
2020-07-12,Sacramento,58,9,175,25,87,NA
2020-07-13,Sacramento,61,7,176,25,66,NA
2020-07-14,Sacramento,56,6,169,26,72,NA
2020-07-15,Sacramento,58,5,184,20,73,NA
2020-07-16,Sacramento,59,8,185,33,76,NA
2020-07-17,Sacramento,57,5,196,26,71,NA
2020-07-18,Sacramento,66,3,195,28,72,NA
2020-07-19,Sacramento,70,7,204,37,75,NA
2020-07-20,Sacramento,59,9,212,33,106,NA
2020-07-21,Sacramento,69,10,213,56,80,NA
2020-07-22,Sacramento,65,10,236,57,-19,NA
2020-07-23,Sacramento,69,10,239,70,61,NA
2020-07-24,Sacramento,71,22,233,47,82,NA
2020-07-25,Sacramento,76,6,239,46,77,NA
2020-07-26,Sacramento,78,12,246,47,103,NA
2020-07-27,Sacramento,81,8,253,50,101,NA
2020-07-28,Sacramento,81,7,265,49,84,NA
2020-07-29,Sacramento,83,8,277,62,79,NA
2020-07-30,Sacramento,91,7,281,48,79,NA
2020-07-31,Sacramento,90,7,265,41,79,NA
2020-08-01,Sacramento,91,7,267,35,86,NA
2020-08-02,Sacramento,83,8,262,33,91,NA
2020-08-03,Sacramento,87,3,274,34,90,NA
2020-08-04,Sacramento,87,6,262,48,89,NA
2020-08-05,Sacramento,88,5,262,48,79,NA
2020-08-06,Sacramento,81,10,250,59,93,NA
2020-08-07,Sacramento,84,13,259,74,84,NA
2020-08-08,Sacramento,87,6,263,62,96,NA
2020-08-09,Sacramento,82,11,261,65,104,NA
2020-08-10,Sacramento,81,8,265,48,93,NA
2020-08-11,Sacramento,83,4,260,31,94,NA
2020-08-12,Sacramento,85,6,253,38,81,NA
2020-08-13,Sacramento,87,5,240,29,97,NA
2020-08-14,Sacramento,85,4,249,31,95,NA
2020-08-15,Sacramento,83,7,249,45,102,NA
2020-08-16,Sacramento,80,8,251,48,99,NA
2020-08-17,Sacramento,81,7,250,44,110,NA
2020-08-18,Sacramento,81,7,248,57,104,NA
2020-08-19,Sacramento,77,7,229,57,112,NA
2020-08-20,Sacramento,77,7,232,46,92,NA
2020-08-21,Sacramento,72,7,224,45,90,NA
2020-08-22,Sacramento,69,8,230,40,104,NA
2020-08-23,Sacramento,66,7,218,33,96,NA
2020-08-24,Sacramento,64,3,221,35,111,NA
2020-08-25,Sacramento,58,4,222,33,111,NA
2020-08-26,Sacramento,59,6,215,39,111,NA
2020-08-27,Sacramento,55,5,207,30,110,NA
2020-08-28,Sacramento,57,7,202,28,108,NA
2020-08-29,Sacramento,60,6,200,45,100,NA
2020-08-30,Sacramento,55,2,196,31,109,NA
2020-08-31,Sacramento,52,7,196,47,121,NA
2020-09-01,Sacramento,54,6,187,47,106,NA
2020-09-02,Sacramento,54,8,193,29,96,NA
2020-09-03,Sacramento,52,6,190,32,84,NA
2020-09-04,Sacramento,52,5,177,33,90,NA
2020-09-05,Sacramento,50,3,168,36,92,NA
2020-09-06,Sacramento,70,1,161,42,92,NA
2020-09-07,Sacramento,51,5,141,41,104,NA
2020-09-08,Sacramento,58,6,157,46,95,NA
2020-09-09,Sacramento,55,7,155,35,81,NA
2020-09-10,Sacramento,53,8,151,32,82,NA
2020-09-11,Sacramento,50,7,135,26,79,NA
2020-09-12,Sacramento,49,9,128,47,82,NA
2020-09-13,Sacramento,47,7,129,38,91,NA
2020-09-14,Sacramento,46,7,116,39,102,NA
2020-09-15,Sacramento,44,8,127,34,88,NA
2020-09-16,Sacramento,43,8,108,35,87,NA
2020-09-17,Sacramento,34,10,109,32,101,NA
2020-09-18,Sacramento,41,9,110,41,92,NA
2020-09-19,Sacramento,43,6,114,34,95,NA
2020-09-20,Sacramento,42,8,120,30,123,NA
2020-09-21,Sacramento,48,7,132,29,95,NA
2020-09-22,Sacramento,45,6,138,33,92,NA
2020-09-23,Sacramento,43,6,147,27,87,NA
2020-09-24,Sacramento,34,7,139,31,79,NA
2020-09-25,Sacramento,31,3,134,28,74,NA
2020-09-26,Sacramento,32,7,131,25,85,NA
2020-09-27,Sacramento,38,6,119,35,88,NA
2020-09-28,Sacramento,33,9,125,35,95,NA
2020-09-29,Sacramento,32,5,122,38,97,NA
2020-09-30,Sacramento,31,6,119,27,83,NA
2020-10-01,Sacramento,29,7,108,26,86,NA
2020-10-02,Sacramento,32,3,96,23,97,NA
2020-10-03,Sacramento,28,4,87,29,91,NA
2020-10-04,Sacramento,27,3,93,29,104,NA
2020-10-05,Sacramento,29,5,96,29,109,NA
2020-10-06,Sacramento,29,2,89,30,91,NA
2020-10-07,Sacramento,30,4,87,37,78,NA
2020-10-08,Sacramento,29,6,85,45,81,NA
2020-10-09,Sacramento,27,5,75,37,75,NA
2020-10-10,Sacramento,27,7,78,56,79,NA
2020-10-11,Sacramento,25,9,77,54,97,NA
2020-10-12,Sacramento,19,8,77,47,101,NA
2020-10-13,Sacramento,14,10,74,46,100,NA
2020-10-14,Sacramento,15,9,75,36,95,NA
2020-10-15,Sacramento,18,8,79,34,82,NA
2020-10-16,Sacramento,22,5,84,33,82,NA
2020-10-17,Sacramento,21,5,78,33,90,NA
2020-10-18,Sacramento,23,12,81,43,100,NA
2020-10-19,Sacramento,23,13,80,29,114,NA
2020-10-20,Sacramento,22,6,82,25,87,NA
2020-10-21,Sacramento,19,5,81,30,81,NA
2020-10-22,Sacramento,16,7,90,27,71,NA
2020-10-23,Sacramento,15,7,92,26,74,NA
2020-10-24,Sacramento,15,9,91,29,68,NA
2020-10-25,Sacramento,14,8,88,24,70,NA
2020-10-26,Sacramento,13,9,84,22,91,NA
2020-10-27,Sacramento,12,8,76,20,77,NA
2020-10-28,Sacramento,14,8,83,26,69,NA
2020-10-29,Sacramento,14,6,85,21,79,NA
2020-10-30,Sacramento,19,4,81,25,69,NA
2020-10-31,Sacramento,17,3,77,25,84,NA
2020-11-01,Sacramento,21,4,85,30,86,NA
2020-11-02,Sacramento,22,6,86,23,100,NA
2020-11-03,Sacramento,19,6,92,19,91,NA
2020-11-04,Sacramento,21,4,94,29,84,NA
2020-11-05,Sacramento,20,3,90,18,77,NA
2020-11-06,Sacramento,22,4,104,26,68,NA
2020-11-07,Sacramento,27,4,120,24,71,NA
2020-11-08,Sacramento,27,5,136,22,74,NA
2020-11-09,Sacramento,28,5,148,31,80,NA
2020-11-10,Sacramento,35,4,158,25,69,NA
2020-11-11,Sacramento,34,3,153,20,104,NA
2020-11-12,Sacramento,41,2,177,23,64,NA
2020-11-13,Sacramento,42,3,172,18,64,NA
2020-11-14,Sacramento,46,4,170,23,67,NA
2020-11-15,Sacramento,48,4,172,20,82,NA
2020-11-16,Sacramento,48,8,191,29,83,NA
2020-11-17,Sacramento,47,6,208,20,61,NA
2020-11-18,Sacramento,54,5,227,22,65,NA
2020-11-19,Sacramento,50,4,231,28,64,NA
2020-11-20,Sacramento,47,6,239,27,77,NA
2020-11-21,Sacramento,52,4,255,22,83,NA
2020-11-22,Sacramento,52,6,255,22,82,NA
2020-11-23,Sacramento,49,7,253,31,90,NA
2020-11-24,Sacramento,49,5,265,30,87,NA
2020-11-25,Sacramento,49,5,279,20,88,NA
2020-11-26,Sacramento,50,3,263,22,73,NA
2020-11-27,Sacramento,53,3,284,18,72,NA
2020-11-28,Sacramento,61,4,303,23,81,NA
2020-11-29,Sacramento,69,4,316,29,76,NA
2020-11-30,Sacramento,71,9,344,25,78,NA
2020-12-01,Sacramento,77,5,363,22,64,NA
2020-12-02,Sacramento,76,4,359,29,71,NA
2020-12-03,Sacramento,71,4,373,23,79,NA
2020-12-04,Sacramento,71,2,378,21,73,NA
2020-12-05,Sacramento,67,6,371,30,65,NA
2020-12-06,Sacramento,76,5,374,24,76,NA
2020-12-07,Sacramento,81,4,385,27,78,NA
2020-12-08,Sacramento,85,1,398,24,67,NA
2020-12-09,Sacramento,79,5,398,24,55,NA
2020-12-10,Sacramento,82,5,422,15,63,NA
2020-12-11,Sacramento,85,5,433,20,57,NA
2020-12-12,Sacramento,87,3,456,19,70,NA
2020-12-13,Sacramento,87,4,463,17,79,NA
2020-12-14,Sacramento,90,4,473,21,86,NA
2020-12-15,Sacramento,93,8,470,22,83,NA
2020-12-16,Sacramento,102,3,478,31,70,NA
2020-12-17,Sacramento,103,5,471,22,72,NA
2020-12-18,Sacramento,108,6,486,22,73,NA
2020-12-19,Sacramento,110,5,477,25,63,NA
2020-12-20,Sacramento,97,10,493,262,71,NA
2020-12-21,Sacramento,104,6,500,262,68,NA
2020-12-22,Sacramento,103,10,518,21,74,NA
2020-12-23,Sacramento,101,4,512,22,75,NA
2020-12-24,Sacramento,98,5,475,19,72,NA
2020-12-25,Sacramento,98,5,473,20,83,NA
2020-12-26,Sacramento,99,4,452,27,84,NA
2020-12-27,Sacramento,94,6,463,27,95,NA
2020-12-28,Sacramento,93,5,484,23,101,NA
2020-03-29,San Benito,1,0,1,1,1,NA
2020-03-30,San Benito,1,0,1,1,1,NA
2020-03-31,San Benito,1,0,1,0,1,NA
2020-04-01,San Benito,2,0,2,0,0,NA
2020-04-02,San Benito,2,0,2,0,0,NA
2020-04-03,San Benito,2,0,2,0,0,NA
2020-04-04,San Benito,2,0,2,3,0,NA
2020-04-05,San Benito,2,0,3,0,0,NA
2020-04-06,San Benito,2,0,3,3,0,NA
2020-04-07,San Benito,2,0,3,3,0,NA
2020-04-08,San Benito,1,0,2,0,1,NA
2020-04-09,San Benito,1,0,2,1,1,NA
2020-04-10,San Benito,1,0,2,1,1,NA
2020-04-11,San Benito,0,0,2,2,2,NA
2020-04-12,San Benito,0,0,0,0,2,NA
2020-04-13,San Benito,0,0,1,1,2,NA
2020-04-14,San Benito,0,0,1,1,2,NA
2020-04-15,San Benito,0,0,1,0,4,NA
2020-04-16,San Benito,0,0,1,0,2,NA
2020-04-17,San Benito,0,0,1,0,2,NA
2020-04-18,San Benito,0,0,0,0,2,NA
2020-04-19,San Benito,0,0,0,0,3,NA
2020-04-20,San Benito,0,0,0,0,3,NA
2020-04-21,San Benito,0,0,1,0,2,NA
2020-04-22,San Benito,0,0,0,0,1,NA
2020-04-23,San Benito,0,0,0,0,1,NA
2020-04-24,San Benito,0,0,0,0,2,NA
2020-04-25,San Benito,0,0,0,0,0,NA
2020-04-26,San Benito,0,0,0,0,0,NA
2020-04-27,San Benito,0,0,0,0,0,NA
2020-04-28,San Benito,0,0,0,0,2,NA
2020-04-29,San Benito,0,0,0,0,1,NA
2020-04-30,San Benito,0,0,1,0,2,NA
2020-05-01,San Benito,0,0,1,0,1,NA
2020-05-02,San Benito,0,0,1,0,2,NA
2020-05-03,San Benito,0,0,0,0,2,NA
2020-05-04,San Benito,0,0,0,0,2,NA
2020-05-05,San Benito,0,0,0,0,2,NA
2020-05-06,San Benito,0,0,0,0,1,NA
2020-05-07,San Benito,0,0,0,0,0,NA
2020-05-08,San Benito,0,0,0,0,1,NA
2020-05-09,San Benito,0,0,0,0,3,NA
2020-05-10,San Benito,0,0,0,0,1,NA
2020-05-11,San Benito,0,0,1,0,2,NA
2020-05-12,San Benito,0,0,1,0,2,NA
2020-05-13,San Benito,1,0,1,0,1,NA
2020-05-14,San Benito,1,0,1,0,1,NA
2020-05-15,San Benito,1,0,1,0,1,NA
2020-05-16,San Benito,1,0,1,0,2,NA
2020-05-17,San Benito,1,0,1,0,1,NA
2020-05-18,San Benito,1,0,1,0,1,NA
2020-05-19,San Benito,1,0,1,0,1,NA
2020-05-20,San Benito,1,0,1,0,0,NA
2020-05-21,San Benito,1,0,1,0,0,NA
2020-05-22,San Benito,0,0,1,0,1,NA
2020-05-23,San Benito,0,0,1,0,2,NA
2020-05-24,San Benito,0,0,1,0,0,NA
2020-05-25,San Benito,0,0,1,0,0,NA
2020-05-26,San Benito,0,0,1,0,2,NA
2020-05-27,San Benito,0,0,1,0,1,NA
2020-05-28,San Benito,0,0,0,0,0,NA
2020-05-29,San Benito,0,0,0,0,1,NA
2020-05-30,San Benito,0,0,0,0,2,NA
2020-05-31,San Benito,0,0,0,0,2,NA
2020-06-01,San Benito,0,0,0,0,3,NA
2020-06-02,San Benito,0,0,0,0,2,NA
2020-06-03,San Benito,0,0,0,0,2,NA
2020-06-04,San Benito,0,0,0,0,2,NA
2020-06-05,San Benito,0,0,0,0,1,NA
2020-06-06,San Benito,0,0,0,0,3,NA
2020-06-07,San Benito,0,0,0,0,2,NA
2020-06-08,San Benito,0,0,0,0,2,NA
2020-06-09,San Benito,0,0,0,0,2,NA
2020-06-10,San Benito,0,0,0,0,1,NA
2020-06-11,San Benito,0,0,0,0,1,NA
2020-06-12,San Benito,0,0,0,0,1,NA
2020-06-13,San Benito,0,0,0,0,0,NA
2020-06-14,San Benito,0,0,0,0,0,NA
2020-06-15,San Benito,0,0,0,0,0,NA
2020-06-16,San Benito,0,0,0,0,0,NA
2020-06-17,San Benito,0,0,0,0,0,NA
2020-06-18,San Benito,0,0,0,0,1,NA
2020-06-19,San Benito,0,0,0,0,2,NA
2020-06-20,San Benito,0,0,0,0,3,NA
2020-06-21,San Benito,0,0,0,0,3,NA
2020-06-22,San Benito,0,0,0,0,1,NA
2020-06-23,San Benito,0,0,0,0,1,NA
2020-06-24,San Benito,0,0,0,0,1,NA
2020-06-25,San Benito,0,0,0,0,1,NA
2020-06-26,San Benito,0,0,0,0,1,NA
2020-06-27,San Benito,0,0,0,0,2,NA
2020-06-28,San Benito,0,0,0,0,3,NA
2020-06-29,San Benito,0,0,0,0,1,NA
2020-06-30,San Benito,0,0,1,0,0,NA
2020-07-01,San Benito,0,0,1,0,1,NA
2020-07-02,San Benito,0,0,1,0,1,NA
2020-07-03,San Benito,0,0,1,0,0,NA
2020-07-04,San Benito,0,0,1,0,0,NA
2020-07-05,San Benito,0,0,0,0,0,NA
2020-07-06,San Benito,0,0,0,0,0,NA
2020-07-07,San Benito,0,0,1,0,0,NA
2020-07-08,San Benito,0,0,2,0,0,NA
2020-07-09,San Benito,1,0,3,0,1,NA
2020-07-10,San Benito,1,0,4,0,2,NA
2020-07-11,San Benito,0,0,3,0,2,NA
2020-07-12,San Benito,0,0,2,0,3,NA
2020-07-13,San Benito,0,0,2,0,3,NA
2020-07-14,San Benito,0,0,2,0,3,NA
2020-07-15,San Benito,0,0,1,0,1,NA
2020-07-16,San Benito,0,0,1,0,2,NA
2020-07-17,San Benito,0,0,2,0,2,NA
2020-07-18,San Benito,0,0,3,0,0,NA
2020-07-19,San Benito,0,0,3,0,2,NA
2020-07-20,San Benito,0,0,2,0,1,NA
2020-07-21,San Benito,2,0,4,0,0,NA
2020-07-22,San Benito,1,0,2,0,1,NA
2020-07-23,San Benito,1,0,3,0,0,NA
2020-07-24,San Benito,1,0,6,0,0,NA
2020-07-25,San Benito,1,0,6,0,0,NA
2020-07-26,San Benito,1,0,6,0,1,NA
2020-07-27,San Benito,1,0,6,0,0,NA
2020-07-28,San Benito,2,0,7,0,0,NA
2020-07-29,San Benito,1,1,3,1,2,NA
2020-07-30,San Benito,1,0,3,0,1,NA
2020-07-31,San Benito,1,0,1,0,1,NA
2020-08-01,San Benito,1,0,4,0,0,NA
2020-08-02,San Benito,0,0,3,0,0,NA
2020-08-03,San Benito,1,0,3,0,2,NA
2020-08-04,San Benito,1,0,3,0,1,NA
2020-08-05,San Benito,1,0,2,0,0,NA
2020-08-06,San Benito,1,0,2,1,1,NA
2020-08-07,San Benito,1,0,2,0,3,NA
2020-08-08,San Benito,1,0,3,0,3,NA
2020-08-09,San Benito,1,0,4,0,3,NA
2020-08-10,San Benito,1,0,6,0,3,NA
2020-08-11,San Benito,1,0,5,0,1,NA
2020-08-12,San Benito,2,0,6,0,0,NA
2020-08-13,San Benito,2,0,8,0,1,NA
2020-08-14,San Benito,2,0,9,0,1,NA
2020-08-15,San Benito,2,0,9,0,1,NA
2020-08-16,San Benito,1,0,9,0,2,NA
2020-08-17,San Benito,1,0,9,0,2,NA
2020-08-18,San Benito,2,0,10,1,1,NA
2020-08-19,San Benito,1,0,9,0,2,NA
2020-08-20,San Benito,1,0,8,0,2,NA
2020-08-21,San Benito,2,0,8,0,1,NA
2020-08-22,San Benito,2,0,7,0,0,NA
2020-08-23,San Benito,2,0,6,0,1,NA
2020-08-24,San Benito,2,0,7,0,1,NA
2020-08-25,San Benito,2,0,6,0,1,NA
2020-08-26,San Benito,2,0,4,0,1,NA
2020-08-27,San Benito,2,0,3,0,1,NA
2020-08-28,San Benito,2,0,2,0,1,NA
2020-08-29,San Benito,2,0,2,0,1,NA
2020-08-30,San Benito,2,0,2,0,1,NA
2020-08-31,San Benito,2,0,2,0,1,NA
2020-09-01,San Benito,2,0,4,0,1,NA
2020-09-02,San Benito,2,0,2,0,1,NA
2020-09-03,San Benito,2,0,2,0,1,NA
2020-09-04,San Benito,2,0,3,0,1,NA
2020-09-05,San Benito,1,0,1,0,2,NA
2020-09-06,San Benito,1,0,1,0,1,NA
2020-09-07,San Benito,1,0,1,0,1,NA
2020-09-08,San Benito,0,0,0,0,2,NA
2020-09-09,San Benito,0,0,0,0,2,NA
2020-09-10,San Benito,0,0,0,0,2,NA
2020-09-11,San Benito,0,0,0,0,3,NA
2020-09-12,San Benito,0,0,1,0,4,NA
2020-09-13,San Benito,1,0,2,0,3,NA
2020-09-14,San Benito,0,0,1,0,3,NA
2020-09-15,San Benito,0,0,1,0,2,NA
2020-09-16,San Benito,0,0,1,0,3,NA
2020-09-17,San Benito,0,0,2,0,2,NA
2020-09-18,San Benito,0,0,3,0,1,NA
2020-09-19,San Benito,1,0,3,0,1,NA
2020-09-20,San Benito,1,0,4,0,1,NA
2020-09-21,San Benito,1,0,3,0,1,NA
2020-09-22,San Benito,1,0,2,0,1,NA
2020-09-23,San Benito,1,0,1,0,3,NA
2020-09-24,San Benito,1,0,2,0,0,NA
2020-09-25,San Benito,1,0,2,0,0,NA
2020-09-26,San Benito,1,0,2,0,2,NA
2020-09-27,San Benito,1,0,2,0,2,NA
2020-09-28,San Benito,1,0,2,0,1,NA
2020-09-29,San Benito,1,0,1,0,1,NA
2020-09-30,San Benito,1,0,1,0,2,NA
2020-10-01,San Benito,1,0,1,0,2,NA
2020-10-02,San Benito,1,0,1,0,2,NA
2020-10-03,San Benito,1,0,1,0,0,NA
2020-10-04,San Benito,1,0,1,0,2,NA
2020-10-05,San Benito,0,0,0,0,3,NA
2020-10-06,San Benito,0,0,0,0,2,NA
2020-10-07,San Benito,0,0,0,0,2,NA
2020-10-08,San Benito,0,0,0,0,3,NA
2020-10-09,San Benito,0,0,0,0,3,NA
2020-10-10,San Benito,0,0,0,0,1,NA
2020-10-11,San Benito,0,0,0,0,3,NA
2020-10-12,San Benito,0,0,0,0,3,NA
2020-10-13,San Benito,0,0,0,0,3,NA
2020-10-14,San Benito,0,0,0,0,4,NA
2020-10-15,San Benito,0,0,0,0,3,NA
2020-10-16,San Benito,0,0,0,0,3,NA
2020-10-17,San Benito,0,0,0,0,3,NA
2020-10-18,San Benito,0,0,0,0,3,NA
2020-10-19,San Benito,0,0,0,0,3,NA
2020-10-20,San Benito,0,0,0,0,3,NA
2020-10-21,San Benito,0,0,0,0,3,NA
2020-10-22,San Benito,0,0,0,0,3,NA
2020-10-23,San Benito,0,0,0,0,3,NA
2020-10-24,San Benito,0,0,0,0,3,NA
2020-10-25,San Benito,0,0,0,0,3,NA
2020-10-26,San Benito,0,0,0,0,3,NA
2020-10-27,San Benito,0,0,0,0,3,NA
2020-10-28,San Benito,0,0,0,0,2,NA
2020-10-29,San Benito,0,0,0,0,3,NA
2020-10-30,San Benito,0,0,0,0,2,NA
2020-10-31,San Benito,0,0,0,0,2,NA
2020-11-01,San Benito,0,0,0,0,2,NA
2020-11-02,San Benito,1,0,2,0,0,NA
2020-11-03,San Benito,1,0,3,0,1,NA
2020-11-04,San Benito,1,0,3,0,2,NA
2020-11-05,San Benito,1,0,3,0,2,NA
2020-11-06,San Benito,1,0,3,0,2,NA
2020-11-07,San Benito,1,0,3,0,2,NA
2020-11-08,San Benito,1,0,3,0,2,NA
2020-11-09,San Benito,1,0,1,0,3,NA
2020-11-10,San Benito,1,0,1,0,2,NA
2020-11-11,San Benito,1,0,1,0,3,NA
2020-11-12,San Benito,1,0,1,0,1,NA
2020-11-13,San Benito,1,0,2,0,0,NA
2020-11-14,San Benito,1,0,1,0,2,NA
2020-11-15,San Benito,1,0,2,0,1,NA
2020-11-16,San Benito,1,0,2,0,0,NA
2020-11-17,San Benito,1,0,2,0,0,NA
2020-11-18,San Benito,1,0,2,0,1,NA
2020-11-19,San Benito,1,0,1,0,1,NA
2020-11-20,San Benito,1,0,1,0,0,NA
2020-11-21,San Benito,1,0,1,0,1,NA
2020-11-22,San Benito,1,0,2,0,1,NA
2020-11-23,San Benito,1,0,3,0,1,NA
2020-11-24,San Benito,1,0,3,0,1,NA
2020-11-25,San Benito,2,0,3,0,1,NA
2020-11-26,San Benito,2,0,3,0,0,NA
